,document_number,agency,action,due_date,
3,EO-14213,National Energy Dominance Council,Recommend a plan to raise awareness on energy dominance,2025-05-25,,,,,
4,EO-14213,National Energy Dominance Council,Advise the President on agency actions to increase energy production,2025-05-25,,,,,
5,EO-14213,National Energy Dominance Council,Provide review of critical energy markets,2025-05-25,,,,,
6,EO-14213,National Energy Dominance Council,Advise on incentives for private sector energy investments,2025-05-25,,,,,
7,EO-14213,National Energy Dominance Council,Advise on identifying and ending practices that raise energy costs,2025-05-25,,,,,
8,EO-14213,National Energy Dominance Council,Consult with state/local/tribal governments and private sector,2025-05-25,,,,,
9,EO-14213,National Energy Dominance Council,Provide recommended National Energy Dominance Strategy,2025-05-25,,,,,
10,EO-14213,Federal Agencies,Cooperate with Council and provide information as requested,Ongoing,,,,,
11,EO-14213,Secretary of Interior,Serve as standing member of National Security Council,Ongoing,,,,,
0,EO-14214,Department of Education,Issue guidelines to educational entities regarding legal obligations with respect to COVID-19 vaccine mandates,2025-03-16,,,,,
1,EO-14214,"Department of Education, Department of Health and Human Services",Provide plan to the President to end coercive COVID-19 vaccine mandates in schools,2025-05-15,,,,,
2,EO-14214,Department of Education,Compile list of discretionary Federal grants and contracts provided to non-compliant educational entities,2025-05-15,,,,,
3,EO-14214,All executive departments and agencies,Develop process for preventing and rescinding Federal funds from non-compliant educational entities,2025-05-15,,,,,
0,EO-14212,HHS,Submit Make Our Children Healthy Again Assessment to the President,2025-05-24,,,,,
1,EO-14212,HHS,Submit Make Our Children Healthy Again Strategy to the President,2025-08-12,,,,,
2,EO-14212,HHS,Identify and describe childhood chronic disease in America compared to other countries (part of Assessment),2025-05-24,,,,,
3,EO-14212,HHS,Assess threat of over-utilization of medication and other exposures to children (part of Assessment),2025-05-24,,,,,
4,EO-14212,HHS,Assess prevalence and threat of prescription medications (part of Assessment),2025-05-24,,,,,
5,EO-14212,HHS,Identify best practices for preventing childhood health issues (part of Assessment),2025-05-24,,,,,
6,EO-14212,HHS,Evaluate effectiveness of existing educational programs (part of Assessment),2025-05-24,,,,,
7,EO-14212,HHS,Identify and evaluate existing Federal programs for childhood health (part of Assessment),2025-05-24,,,,,
8,EO-14212,HHS,Ensure transparency of data related to childhood chronic disease (part of Assessment),2025-05-24,,,,,
9,EO-14212,HHS,Evaluate effectiveness of current Federal childhood health data and metrics (part of Assessment),2025-05-24,,,,,
10,EO-14212,HHS,Restore integrity of science by eliminating undue industry influence (part of Assessment),2025-05-24,,,,,
11,EO-14212,HHS,Establish framework for transparency and ethics review (part of Assessment),2025-05-24,,,,,
12,EO-14212,HHS,Hold public hearings and receive expert input as appropriate,Ongoing,,,,,
13,EO-14212,HHS,Recommend updates to the Commission's mission following Strategy submission,After 2025-08-12,,,,,
0,EO-14211,Department of State,Reform the Foreign Service and administration of foreign relations to ensure faithful implementation of President's foreign policy,Ongoing,,,,,
1,EO-14211,Department of State,Implement reforms in recruiting standards to ensure workforce commitment to President's foreign policy,Ongoing,,,,,
2,EO-14211,Department of State,Implement reforms in performance standards to ensure workforce commitment to President's foreign policy,Ongoing,,,,,
3,EO-14211,Department of State,Implement reforms in evaluation standards to ensure workforce commitment to President's foreign policy,Ongoing,,,,,
4,EO-14211,Department of State,Implement reforms in retention standards to ensure workforce commitment to President's foreign policy,Ongoing,,,,,
5,EO-14211,Department of State,Reform programs of the Foreign Service Institute to ensure workforce commitment to President's foreign policy,Ongoing,,,,,
6,EO-14211,Department of State,Revise or replace the Foreign Affairs Manual to implement reforms,Ongoing,,,,,
7,EO-14211,Department of State,Direct subordinate agencies to remove/amend/replace handbooks/procedures/guidance to implement reforms,Ongoing,,,,,
0,EO-14207,Office of Personnel Management,Take all necessary steps to eliminate the Federal Executive Institute,Ongoing,,,,,
0,EO-14208,All Executive Departments and Agencies,Eliminate procurement of paper straws,Ongoing,,,,,
1,EO-14208,All Executive Departments and Agencies,Ensure paper straws are no longer provided within agency buildings,Ongoing,,,,,
2,EO-14208,All Executive Departments and Agencies,Eliminate policies designed to disfavor plastic straws,Ongoing,,,,,
3,EO-14208,Assistant to the President for Domestic Policy,Issue a National Strategy to End the Use of Paper Straws,2025-03-27,,,,,
0,EO-14209,Department of Justice,Cease initiation of new FCPA investigations or enforcement actions (unless exceptions determined),2025-02-10,,,,,
1,EO-14209,Department of Justice,Review all existing FCPA investigations or enforcement actions,2025-08-09,,,,,
2,EO-14209,Department of Justice,Issue updated guidelines or policies for FCPA enforcement,2025-08-09,,,,,
3,EO-14209,Department of Justice,Determine whether additional actions or remedial measures are warranted for past FCPA investigations,2025-08-09,,,,,
4,EO-14209,Department of Justice,Optional extension of review period for an additional 180 days,2025-08-09,,,,,
5,EO-14209,Department of Justice,Specifically authorize any FCPA investigations and enforcement actions after revised guidelines are issued,Ongoing,,,,,
0,EO-14202,Department of Justice,Establish Task Force to Eradicate Anti-Christian Bias,2025-02-06,,,,,
1,EO-14202,Attorney General,Serve as Chair of the Task Force,2025-02-06,,,,,
2,EO-14202,Task Force,Review activities of all executive departments and agencies to identify unlawful anti-Christian policies,Ongoing,,,,,
3,EO-14202,Task Force,Recommend steps to revoke violative policies and implement remedial actions,Ongoing,,,,,
4,EO-14202,Task Force,Share information and develop strategies to protect religious liberties,Ongoing,,,,,
5,EO-14202,Task Force,Solicit information from Americans affected by anti-Christian conduct and other stakeholders,Ongoing,,,,,
6,EO-14202,Task Force,Identify deficiencies in existing laws and enforcement practices,Ongoing,,,,,
7,EO-14202,Task Force,Recommend actions to remedy failures to enforce laws against anti-Christian hostility,Ongoing,,,,,
8,EO-14202,Task Force,Recommend additional Presidential or legislative action to protect religious liberty,Ongoing,,,,,
9,EO-14202,Task Force,Submit initial report to the President,2025-06-06,,,,,
10,EO-14202,Task Force,Submit annual report summarizing the Task Force's work,2026-02-06,,,,,
11,EO-14202,Task Force,Submit final report upon dissolution,2027-02-06,,,,,
12,EO-14202,Department of Justice,Provide funding and administrative support for the Task Force,Ongoing,,,,,
13,EO-14202,Agency Heads,Provide information to the Task Force upon request,Ongoing,,,,,
14,EO-14202,Task Force,Terminate operations,2027-02-06,,,,,
0,EO-14203,Department of the Treasury,Submit report to the President on additional persons that should be included within the scope of section 1 of the order,2025-04-07,,,,,
1,EO-14203,Department of State,Consult with Treasury on report of additional persons that should be included within the scope of section 1,2025-04-07,,,,,
2,EO-14203,Department of State,Implement entry suspension for designated persons in consultation with DHS,Ongoing,,,,,
3,EO-14203,Department of Homeland Security,Consult with State Department on matters related to admissibility of designated persons,Ongoing,,,,,
4,EO-14203,Department of the Treasury,Implement blocking of property and interests for designated persons,Ongoing,,,,,
5,EO-14203,Department of the Treasury,Submit recurring and final reports to Congress on the national emergency,Ongoing,,,,,
6,EO-14203,Department of State,Consult with Treasury on recurring and final reports to Congress,Ongoing,,,,,
7,EO-14203,Department of Justice,Provide recommendations to State Department regarding entry of persons that would further important US law enforcement objectives,Ongoing,,,,,
0,EO-14204,All Executive Departments and Agencies,Halt foreign aid or assistance to South Africa,Immediate,,,,,
1,EO-14204,Department of State,Develop plan for prioritizing humanitarian relief and refugee resettlement for Afrikaners,2025-03-09,,,,,
2,EO-14204,Department of Homeland Security,Develop plan for prioritizing humanitarian relief and refugee resettlement for Afrikaners,2025-03-09,,,,,
3,EO-14204,Agency Heads,Exercise discretion to permit foreign aid or assistance deemed necessary or appropriate,Ongoing,,,,,
0,EO-14205,Executive Office of the President,Establish White House Faith Office within the Executive Office of the President,2025-02-07,,,,,
1,EO-14205,Domestic Policy Council,House the White House Faith Office,2025-02-07,,,,,
2,EO-14205,White House Faith Office,Consult with faith and community leaders,Ongoing,,,,,
3,EO-14205,White House Faith Office,Make recommendations to the President regarding policies affecting faith-based entities,Ongoing,,,,,
4,EO-14205,White House Faith Office,Convene meetings with Centers for Faith and agency representatives,Ongoing,,,,,
5,EO-14205,White House Faith Office,Advise on implementation of policy agenda related to faith-based entities,Ongoing,,,,,
6,EO-14205,White House Faith Office,Showcase innovative initiatives by faith-based entities,Ongoing,,,,,
7,EO-14205,White House Faith Office,Coordinate with agencies on training for faith-based entity grantees,Ongoing,,,,,
8,EO-14205,White House Faith Office,Support agencies in developing religious liberty training,Ongoing,,,,,
9,EO-14205,White House Faith Office,Consult with businesses regarding employee volunteerism policies,Ongoing,,,,,
10,EO-14205,White House Faith Office,Coordinate with agencies on grant opportunities for faith-based entities,Ongoing,,,,,
11,EO-14205,White House Faith Office,Work with Attorney General to identify religious liberty concerns,Ongoing,,,,,
12,EO-14205,White House Faith Office,Identify means to reduce burdens on free exercise of religion,Ongoing,,,,,
13,EO-14205,All Federal Agencies,Provide information and assistance to the White House Faith Office,Ongoing,,,,,
14,EO-14205,Centers for Faith Directors,Oversee agency efforts to assist the White House Faith Office,Ongoing,,,,,
15,EO-14205,Centers for Faith Directors,Report on agency efforts to agency leadership and the White House Faith Office,Ongoing,,,,,
16,EO-14205,Agencies without Centers for Faith,Designate or appoint a Faith Liaison,2025-05-08,,,,,
17,EO-14205,Faith Liaisons,Oversee agency efforts to assist the White House Faith Office,Ongoing,,,,,
18,EO-14205,Faith Liaisons,Report on agency efforts to agency leadership and the White House Faith Office,Ongoing,,,,,
"('EO-14206', 'Department of Justice', 'Examine all orders', ' regulations', ' guidance')", plans, international agreements, and other actions of executive departments and agencies to assess any ongoing infringements of the Second Amendment rights,2025-03-09,,,,,
"('EO-14206', 'Department of Justice', 'Present a proposed plan of action to the President through the Domestic Policy Advisor to protect the Second Amendment rights of all Americans', '2025-03-09', nan)",,,,,,,,,
"('EO-14206', 'Department of Justice', 'Work with the Domestic Policy Advisor to finalize the plan of action after submission', 'Ongoing', nan)",,,,,,,,,
"('EO-14206', 'Department of Justice', 'Establish a process for implementation of the finalized plan of action', 'Ongoing', nan)",,,,,,,,,
0,EO-14200,Secretary of Commerce,Notify the President when adequate systems are in place to fully and expediently process and collect tariff revenue applicable for covered articles otherwise eligible for de minimis treatment,Ongoing,,,,,
0,EO-14201,Department of Education,"Comply with vacatur of rule ""Nondiscrimination on the Basis of Sex in Education Programs or Activities Receiving Federal Financial Assistance""",Immediate,,,,,
1,EO-14201,Department of Education,Take appropriate action to protect all-female athletic opportunities and locker rooms,Immediate,,,,,
2,EO-14201,Department of Education,Prioritize Title IX enforcement actions against institutions that deny female students equal opportunity in sports,Ongoing,,,,,
3,EO-14201,All Executive Departments and Agencies,Review grants to educational programs and rescind funding to non-compliant programs,Ongoing,,,,,
4,EO-14201,Department of Justice,Provide necessary resources to agencies for enforcement of the policy,Ongoing,,,,,
5,EO-14201,Assistant to the President for Domestic Policy,Convene representatives of athletic organizations and female athletes to promote fair policies,2025-04-06,,,,,
6,EO-14201,Assistant to the President for Domestic Policy,Convene State Attorneys General to identify best practices for equal opportunities in women's sports,2025-04-06,,,,,
7,EO-14201,Department of State,Rescind support for sports exchanges where female category is based on identity not sex,Immediate,,,,,
8,EO-14201,Department of State,Promote international rules protecting sex-based female sports categories,Ongoing,,,,,
9,EO-14201,Department of State,Convene international athletic organizations to promote fair sporting policies,Ongoing,,,,,
10,EO-14201,Department of State,Review and adjust policies for admission of males seeking to participate in women's sports,Immediate,,,,,
11,EO-14201,Department of Homeland Security,Review and adjust policies for admission of males seeking to participate in women's sports,Immediate,,,,,
12,EO-14201,Department of State,Work to influence International Olympic Committee to amend standards for women's sporting events,Ongoing,,,,,
0,EO-14196,Treasury & Commerce,Submit plan for establishment of a sovereign wealth fund to the President,2025-05-04,,,,,
0,EO-14197,Department of Homeland Security,Continue to assess the situation at the northern border during the tariff pause period,2025-03-04,,,,,
1,EO-14197,Department of State,Consult with DHS on assessment of northern border situation,2025-03-04,,,,,
2,EO-14197,Department of Justice,Consult with DHS on assessment of northern border situation,2025-03-04,,,,,
3,EO-14197,National Security Affairs,Consult with DHS on assessment of northern border situation,2025-03-04,,,,,
4,EO-14197,Homeland Security Council,Consult with DHS on assessment of northern border situation,2025-03-04,,,,,
5,EO-14197,Department of Commerce,Prepare for potential implementation of tariffs if assessment determines insufficient progress,2025-03-04,,,,,
0,EO-14198,Department of Homeland Security,Continue to assess the situation at the southern border in consultation with other officials,2025-03-04,,,,,
1,EO-14198,Department of State,Consult with DHS on assessment of the southern border situation,2025-03-04,,,,,
2,EO-14198,Department of Justice,Consult with DHS on assessment of the southern border situation,2025-03-04,,,,,
3,EO-14198,National Security Affairs,Consult with DHS on assessment of the southern border situation,2025-03-04,,,,,
4,EO-14198,Homeland Security,Consult with DHS on assessment of the southern border situation,2025-03-04,,,,,
5,EO-14198,President,Determine whether to implement tariffs based on assessment of Mexico's actions,2025-03-04,,,,,
0,EO-14199,Department of State,Terminate the office of United States Representative to the UNHRC and related positions,2025-02-04,,,,,
1,EO-14199,Department of State,Lead review of US membership in UNESCO in coordination with UN Ambassador,2025-05-05,,,,,
2,EO-14199,Department of State,Withdraw determination previously made under section 7048(c)(1) of Public Law 118-47,2025-02-04,,,,,
3,EO-14199,Department of State,Withhold US proportionate share of UN Regular Budget funding for UNHRC,2025-02-04,,,,,
4,EO-14199,Department of State,Conduct review of all international organizations the US is a member of and provides funding to,2025-08-03,,,,,
5,EO-14199,Department of State,Conduct review of all conventions and treaties the US is party to,2025-08-03,,,,,
6,EO-14199,Department of State,Report findings of international organizations review to the President with recommendations,2025-08-03,,,,,
7,EO-14199,Department of State,Inform UN Secretary General and leadership of UNRWA and UN High Commissioner for Human Rights about funding decisions,2025-02-04,,,,,
0,EO-14195,Department of Homeland Security,Implement 10% ad valorem tariff on products from China,2025-02-04,,,,,
1,EO-14195,Department of Homeland Security,Determine modifications to Harmonized Tariff Schedule and publish in Federal Register,2025-02-04,,,,,
2,EO-14195,"Department of Homeland Security, Department of State, Department of Justice, National Security Council",Regularly consult on situation regarding PRC and opioid crisis,Ongoing,,,,,
3,EO-14195,Department of Homeland Security,Inform President of circumstances indicating PRC has taken adequate steps to alleviate opioid crisis,Ongoing,,,,,
4,EO-14195,"Department of Homeland Security, Department of State, Department of Justice, National Security Council",Recommend additional action if PRC fails to take adequate steps,Ongoing,,,,,
5,EO-14195,"Department of Homeland Security, Department of Treasury, Department of Justice, Department of Commerce",Take actions and adopt rules to implement the order,Ongoing,,,,,
6,EO-14195,"Department of Homeland Security, Department of Treasury, Department of Commerce, National Security Council, Department of Justice",Submit recurring and final reports to Congress on the national emergency,Ongoing,,,,,
0,EO-14183,Department of Defense,Update DoDI 6130.03 Volume 1 and Volume 2 to reflect the purpose and policy of the order,2025-03-28,,,,,
1,EO-14183,Department of Defense,Issue directives to end invented and identification-based pronoun usage,2025-02-26,,,,,
2,EO-14183,Department of Defense,Identify all additional steps and issue guidance necessary to fully implement the order,2025-02-26,,,,,
3,EO-14183,Department of Defense,Submit report to the President through the Assistant to the President for National Security Affairs summarizing implementation steps,2025-02-26,,,,,
4,EO-14183,Department of Homeland Security,Issue updates consistent with DoD updates to DoDI 6130.03 Volume 1 and Volume 2,2025-04-27,,,,,
5,EO-14183,Department of Homeland Security,Issue directives consistent with DoD directives on pronoun usage,2025-03-28,,,,,
6,EO-14183,Department of Homeland Security,Issue guidance consistent with DoD guidance on implementation steps,2025-03-28,,,,,
7,EO-14183,Department of Defense,Take necessary steps to implement the revocation of Executive Order 14004,2025-02-26,,,,,
8,EO-14183,Department of Homeland Security,Take necessary steps to implement the revocation of Executive Order 14004 for the Coast Guard,2025-02-26,,,,,
0,EO-14184,Department of Defense,Make reinstatement available to all military members discharged solely for COVID-19 vaccine refusal who request reinstatement,Ongoing,,,,,
1,EO-14184,Department of Homeland Security,Make reinstatement available to all military members discharged solely for COVID-19 vaccine refusal who request reinstatement,Ongoing,,,,,
2,EO-14184,Department of Defense,Enable reinstated service members to revert to former rank and receive full back pay/benefits/compensation,Ongoing,,,,,
3,EO-14184,Department of Homeland Security,Enable reinstated service members to revert to former rank and receive full back pay/benefits/compensation,Ongoing,,,,,
4,EO-14184,Department of Defense,Allow service members who voluntarily left rather than be vaccinated to return to service with no impact on status/rank/pay,Ongoing,,,,,
5,EO-14184,Department of Homeland Security,Allow service members who voluntarily left rather than be vaccinated to return to service with no impact on status/rank/pay,Ongoing,,,,,
6,EO-14184,Department of Defense,Report to President through National Security Advisor on implementation progress,2025-03-28,,,,,
7,EO-14184,Department of Homeland Security,Report to President through National Security Advisor on implementation progress,2025-03-28,,,,,
0,EO-14186,Department of Defense,Submit reference architecture for next-generation missile defense shield,2025-03-28,,,,,
1,EO-14186,Department of Defense,Submit capabilities-based requirements for next-generation missile defense shield,2025-03-28,,,,,
2,EO-14186,Department of Defense,Submit implementation plan for next-generation missile defense shield,2025-03-28,,,,,
3,EO-14186,Department of Defense,Review relevant authorities and organization for capability deployment,2025-03-28,,,,,
4,EO-14186,Department of Defense & Office of Management and Budget,Submit funding plan for the directive before FY2026 Budget finalization,2025-03-28,,,,,
5,EO-14186,Department of Defense & US Strategic Command & US Northern Command,Submit updated assessment of strategic missile threat to Homeland,2025-03-28,,,,,
6,EO-14186,Department of Defense & US Strategic Command & US Northern Command,Submit prioritized locations to defend against countervalue attack,2025-03-28,,,,,
7,EO-14186,Department of Defense,Direct review of theater missile defense posture and initiatives,After submission of reference architecture,,,,,
0,EO-14187,All Agencies,Rescind or amend all policies that rely on WPATH guidance,Ongoing,,,,,
1,EO-14187,HHS,Publish review of literature on best practices for promoting health of children with gender dysphoria,2025-04-28,,,,,
2,EO-14187,HHS,Increase quality of data to guide practices for improving health of minors with gender dysphoria,Ongoing,,,,,
3,EO-14187,All Agencies,Ensure institutions receiving Federal research or education grants end chemical and surgical mutilation of children,Ongoing,,,,,
4,EO-14187,HHS,Take appropriate actions to end chemical and surgical mutilation of children through regulatory and sub-regulatory actions,Ongoing,,,,,
5,EO-14187,HHS,Withdraw March 2022 guidance on Gender Affirming Care,Ongoing,,,,,
6,EO-14187,HHS,Issue new guidance protecting whistleblowers (in consultation with DOJ),Ongoing,,,,,
7,EO-14187,DOD,Commence rulemaking to exclude chemical and surgical mutilation of children from TRICARE coverage,Ongoing,,,,,
8,EO-14187,DOD,Amend TRICARE provider handbook to exclude chemical and surgical mutilation of children,Ongoing,,,,,
9,EO-14187,OPM,Include provisions in FEHB and PSHB call letter for 2026 Plan Year excluding coverage for pediatric transgender surgeries or hormone treatments,Ongoing,,,,,
10,EO-14187,OPM,Negotiate reductions in FEHB and PSHB premiums,Ongoing,,,,,
11,EO-14187,DOJ,Review enforcement of section 116 of title 18 USC and prioritize enforcement against female genital mutilation,Ongoing,,,,,
12,EO-14187,DOJ,Convene States' Attorneys General to coordinate enforcement of laws against female genital mutilation,Ongoing,,,,,
13,EO-14187,DOJ,Prioritize investigations on deception of consumers regarding chemical and surgical mutilation,Ongoing,,,,,
14,EO-14187,DOJ,Work with Congress to draft legislation for private right of action for children and parents,Ongoing,,,,,
15,EO-14187,DOJ,"Prioritize investigations on child-abusive practices by ""sanctuary States""",Ongoing,,,,,
16,EO-14187,All Agencies,Submit combined report on implementation progress and timeline for future action to Assistant to the President for Domestic Policy,2025-03-29,,,,,
17,EO-14187,Assistant to the President for Domestic Policy,Regularly convene agency heads to coordinate and prepare for implementation report,Ongoing,,,,,
0,EO-14188,All Executive Departments and Agencies,Submit report identifying civil and criminal authorities to combat anti-Semitism and inventory of pending administrative complaints related to campus anti-Semitism,2025-03-30,,,,,
1,EO-14188,Department of Justice,Include inventory and analysis of court cases alleging civil-rights violations related to campus anti-Semitism in report,2025-03-30,,,,,
2,EO-14188,Department of Justice,Indicate whether Attorney General intends to take action on anti-Semitism cases,2025-03-30,,,,,
3,EO-14188,Department of Justice,Consider employing civil-rights enforcement authorities to combat anti-Semitism,Ongoing,,,,,
4,EO-14188,Department of Education,Include inventory and analysis of all Title VI complaints and administrative actions related to anti-Semitism in report,2025-03-30,,,,,
5,EO-14188,Department of State,Include recommendations for familiarizing higher education institutions with inadmissibility grounds for alien students in report,2025-03-30,,,,,
6,EO-14188,Department of Education,Include recommendations for familiarizing higher education institutions with inadmissibility grounds for alien students in report,2025-03-30,,,,,
7,EO-14188,Department of Homeland Security,Include recommendations for familiarizing higher education institutions with inadmissibility grounds for alien students in report,2025-03-30,,,,,
0,EO-14189,President,Appoint Executive Director for Task Force 250,2025-01-29,,,,,
1,EO-14189,All Agencies,Submit reports to Task Force 250 regarding planning and activities for 250th Anniversary celebration,2025-03-01,,,,,
2,EO-14189,Department of Defense,Provide funding and administrative support for Task Force 250,Ongoing,,,,,
3,EO-14189,Task Force 250,Coordinate planning and execution of 250th Anniversary celebration,Ongoing,,,,,
4,EO-14189,Task Force 250,Coordinate agency communications with United States Semiquincentennial Commission,Ongoing,,,,,
5,EO-14189,Assistant to the President for Domestic Policy,Recommend additional historically significant Americans for inclusion in National Garden of American Heroes,2025-02-28,,,,,
6,EO-14189,Task Force 250,Terminate operations,2026-12-31,,,,,
0,EO-14190,Department of Education,Provide Ending Indoctrination Strategy to the President,2025-04-29,,,,,
1,EO-14190,Department of Defense,Provide Ending Indoctrination Strategy to the President,2025-04-29,,,,,
2,EO-14190,Department of Health and Human Services,Provide Ending Indoctrination Strategy to the President,2025-04-29,,,,,
3,EO-14190,Department of Justice,Consult on Ending Indoctrination Strategy,2025-04-29,,,,,
4,EO-14190,Department of Justice,Coordinate with State attorneys general and local district attorneys on enforcement actions,Ongoing,,,,,
5,EO-14190,White House Domestic Policy Council,Convene agency heads regarding Ending Indoctrination Strategy,Ongoing,,,,,
6,EO-14190,Department of Education,Establish the 1776 Commission,2025-05-29,,,,,
7,EO-14190,Department of Education,Designate Executive Director for 1776 Commission,2025-05-29,,,,,
8,EO-14190,Department of Education,Provide funding and administrative support for 1776 Commission,Ongoing,,,,,
9,EO-14190,1776 Commission,"Develop and implement ""Presidential 1776 Award""",Ongoing,,,,,
10,EO-14190,1776 Commission,Coordinate bi-weekly lectures for 250th anniversary of American Independence,2026-12-31,,,,,
11,EO-14190,1776 Commission,Advise executive departments on patriotic education at national sites,Ongoing,,,,,
12,EO-14190,1776 Commission,Advise Task Force 250 and Semiquincentennial Commission,Ongoing,,,,,
13,EO-14190,1776 Commission,Facilitate private and civic activities for 250th anniversary,Ongoing,,,,,
14,EO-14190,All relevant agencies,Monitor compliance with Constitution Day education requirements,Ongoing,,,,,
15,EO-14190,All relevant agencies,Prioritize federal resources to promote patriotic education,Ongoing,,,,,
0,EO-14191,Department of Education,Issue guidance on how States can use Federal formula funds to support K-12 educational choice initiatives,2025-03-30,,,,,
1,EO-14191,Department of Education,Include education freedom as a priority in discretionary grant programs,Ongoing,,,,,
2,EO-14191,Department of Labor,Submit plan identifying and evaluating relevant discretionary grant programs to expand education freedom,2025-04-29,,,,,
3,EO-14191,Department of Education,Submit plan identifying and evaluating relevant discretionary grant programs to expand education freedom,2025-04-29,,,,,
4,EO-14191,Department of Health and Human Services,Issue guidance on using block grants for families and children to expand educational choice,2025-04-29,,,,,
5,EO-14191,Department of Defense,Review mechanisms for military-connected families to use DoD funds for school choice and submit implementation plan for 2025-26 school year,2025-04-29,,,,,
6,EO-14191,Department of the Interior,Review mechanisms for BIE-eligible students to use federal funding for educational options and submit implementation plan for 2025-26 school year,2025-04-29,,,,,
7,EO-14191,Department of the Interior,Report on current performance of BIE schools and identify educational options in nearby areas,2025-04-29,,,,,
0,EO-14171,OPM,Amend Civil Service Regulations to rescind changes made by the final rule of April 9 2024 that impede Executive Order 13957,2025-02-19,,,,,
1,EO-14171,OPM,Issue guidance about additional categories of positions for Schedule Policy/Career after consultation with Executive Office of the President,2025-02-19,,,,,
2,EO-14171,All Executive Departments and Agencies,Review and identify existing agency actions relating to discipline and unacceptable performance policies under EO 14003,2025-02-19,,,,,
3,EO-14171,All Executive Departments and Agencies,Suspend revise or rescind actions identified in the review of discipline and unacceptable performance policies,Ongoing,,,,,
4,EO-14171,OPM,Recommend to the President which positions should be placed in Schedule Policy/Career,Ongoing,,,,,
0,EO-14173,Office of Federal Contract Compliance Programs,"Cease promoting ""diversity""",2025-01-21,,,,,
1,EO-14173,Office of Federal Contract Compliance Programs,"Cease holding contractors responsible for ""affirmative action""",2025-01-21,,,,,
2,EO-14173,Office of Federal Contract Compliance Programs,Cease allowing workforce balancing based on protected characteristics,2025-01-21,,,,,
3,EO-14173,All Agencies,Include anti-discrimination compliance term in every contract/grant,2025-01-21,,,,,
4,EO-14173,All Agencies,Include DEI certification requirement in every contract/grant,2025-01-21,,,,,
5,EO-14173,Office of Management and Budget,Review and revise government-wide processes and guidance,2025-01-21,,,,,
6,EO-14173,Office of Management and Budget,Remove DEI/DEIA references from federal acquisition procedures,2025-01-21,,,,,
7,EO-14173,Office of Management and Budget,Terminate all diversity/equity mandates and programs,2025-01-21,,,,,
8,EO-14173,Attorney General,Submit report on civil rights enforcement and DEI recommendations,2025-05-21,,,,,
9,EO-14173,All Agencies,Identify key sectors of concern within agency jurisdiction,2025-05-21,,,,,
10,EO-14173,All Agencies,Identify egregious DEI practitioners in each sector,2025-05-21,,,,,
11,EO-14173,All Agencies,Develop plan to deter illegal DEI programs,2025-05-21,,,,,
12,EO-14173,All Agencies,Identify up to 9 potential civil compliance investigations,2025-05-21,,,,,
13,EO-14173,Attorney General,Issue guidance on compliance with Students for Fair Admissions case,2025-05-21,,,,,
14,EO-14173,Secretary of Education,Issue guidance on compliance with Students for Fair Admissions case,2025-05-21,,,,,
15,EO-14173,Federal Contractors,Comply with pre-existing regulatory scheme during transition period,2025-04-21,,,,,
0,EO-14174,All Federal Agencies,Cease implementation of Executive Order 14042 (COVID Safety Protocols for Federal Contractors),2025-01-21,,,,,
1,EO-14174,All Federal Agencies,Cease implementation of Executive Order 14043 (COVID Vaccination for Federal Employees),2025-01-21,,,,,
0,EO-14176,"Director of National Intelligence, Attorney General",Present a plan to the President for the full and complete release of records relating to the assassination of President John F. Kennedy,2025-02-07,,,,,
1,EO-14176,"Director of National Intelligence, Attorney General","Review records related to the assassinations of Senator Robert F. Kennedy and the Reverend Dr. Martin Luther King, Jr., and present a plan to the President for the full and complete release of these records",2025-03-09,,,,,
0,EO-14177,President,Appoint up to 24 members to PCAST,2025-01-23,,,,,
1,EO-14177,APST,Serve as Co-Chair of PCAST,Ongoing,,,,,
2,EO-14177,Special Advisor for AI & Crypto,Serve as Co-Chair of PCAST,Ongoing,,,,,
3,EO-14177,PCAST Co-Chairs,Designate up to two Vice Chairs from non-Federal members,Ongoing,,,,,
4,EO-14177,PCAST,Meet regularly to advise the President on science and technology matters,Ongoing,,,,,
5,EO-14177,PCAST,Respond to requests from the President or Co-Chairs,Ongoing,,,,,
6,EO-14177,PCAST,Solicit information from stakeholders,Ongoing,,,,,
7,EO-14177,PCAST,Serve as President's Innovation and Technology Advisory Committee,Ongoing,,,,,
8,EO-14177,PCAST,Serve as National Nanotechnology Advisory Panel,Ongoing,,,,,
9,EO-14177,PCAST,Provide advice to the National Science and Technology Council,Ongoing,,,,,
10,EO-14177,Executive Departments and Agencies,Provide information to PCAST when requested,Ongoing,,,,,
11,EO-14177,Department of Energy,Provide funding and administrative support for PCAST,Ongoing,,,,,
12,EO-14177,Secretary of Energy,Perform functions under Federal Advisory Committee Act for PCAST,Ongoing,,,,,
13,EO-14177,PCAST,Terminate unless extended by the President,2027-01-23,,,,,
0,EO-14178,Department of the Treasury,"Revoke the Department of the Treasury's ""Framework for International Engagement on Digital Assets""",2025-01-23,,,,,
1,EO-14178,Department of the Treasury,Rescind all policies directives and guidance issued pursuant to Executive Order 14067 and the Treasury Framework,2025-01-23,,,,,
2,EO-14178,Department of the Treasury,Take all appropriate measures to ensure compliance with the policies in this order,Ongoing,,,,,
3,EO-14178,Department of the Treasury,Identify all regulations guidance documents orders or other items affecting the digital asset sector,2025-02-22,,,,,
4,EO-14178,Department of Justice,Identify all regulations guidance documents orders or other items affecting the digital asset sector,2025-02-22,,,,,
