,document_number,agency,action,due_date,document_number_bridge_blank,document_number_bridge
3,EO-14221,Department of Treasury,Issue updated guidance or proposed regulatory action ensuring pricing information is standardized and easily comparable across hospitals and health plans,2025-05-26,,2025-03440,,,,
4,EO-14221,Department of Labor,Issue updated guidance or proposed regulatory action ensuring pricing information is standardized and easily comparable across hospitals and health plans,2025-05-26,,2025-03440,,,,
5,EO-14221,Department of Health and Human Services,Issue updated guidance or proposed regulatory action ensuring pricing information is standardized and easily comparable across hospitals and health plans,2025-05-26,,2025-03440,,,,
6,EO-14221,Department of Treasury,Issue guidance or proposed regulatory action updating enforcement policies for compliance with transparent reporting of complete and accurate data,2025-05-26,,2025-03440,,,,
7,EO-14221,Department of Labor,Issue guidance or proposed regulatory action updating enforcement policies for compliance with transparent reporting of complete and accurate data,2025-05-26,,2025-03440,,,,
8,EO-14221,Department of Health and Human Services,Issue guidance or proposed regulatory action updating enforcement policies for compliance with transparent reporting of complete and accurate data,2025-05-26,,2025-03440,,,,
0,EO-14217,Presidio Trust,Submit report to OMB Director confirming compliance and stating statutory requirements,2025-03-05,,2025-03133,,,,
1,EO-14217,Inter-American Foundation,Submit report to OMB Director confirming compliance and stating statutory requirements,2025-03-05,,2025-03133,,,,
2,EO-14217,United States African Development Foundation,Submit report to OMB Director confirming compliance and stating statutory requirements,2025-03-05,,2025-03133,,,,
3,EO-14217,United States Institute of Peace,Submit report to OMB Director confirming compliance and stating statutory requirements,2025-03-05,,2025-03133,,,,
4,EO-14217,Office of Personnel Management,Initiate process to withdraw regulations at 5 CFR part 960 to eliminate Federal Executive Boards,Ongoing,,2025-03133,,,,
5,EO-14217,Office of Personnel Management,Initiate process to withdraw regulations at 5 CFR part 362 subpart D to terminate Presidential Management Fellows Program,Ongoing,,2025-03133,,,,
6,EO-14217,United States Agency for International Development,Terminate the Advisory Committee on Voluntary Foreign Aid,2025-03-05,,2025-03133,,,,
7,EO-14217,Bureau of Consumer Financial Protection,Terminate the Academic Research Council,2025-03-05,,2025-03133,,,,
8,EO-14217,Bureau of Consumer Financial Protection,Terminate the Credit Union Advisory Council,2025-03-05,,2025-03133,,,,
9,EO-14217,Federal Deposit Insurance Corporation,Terminate the Community Bank Advisory Council,2025-03-05,,2025-03133,,,,
10,EO-14217,Department of Health and Human Services,Terminate the Secretary's Advisory Committee on Long COVID,2025-03-05,,2025-03133,,,,
11,EO-14217,Centers for Medicare and Medicaid Services,Terminate the Health Equity Advisory Committee,2025-03-05,,2025-03133,,,,
12,EO-14217,"Assistant to the President for National Security Affairs, Assistant to the President for Economic Policy, and Assistant to the President for Domestic Policy",Identify and submit additional unnecessary governmental entities and Federal Advisory Committees for termination,2025-03-21,,2025-03133,,,,
13,EO-14217,Office of Management and Budget,Review and reject funding requests from listed governmental entities inconsistent with the order,Ongoing,,2025-03133,,,,
0,EO-14218,All Executive Departments and Agencies,Identify all federally funded programs that permit illegal aliens to obtain public benefits,Ongoing,,2025-03137,,,,
1,EO-14218,All Executive Departments and Agencies,Take appropriate actions to align programs with the order and federal law requirements,Ongoing,,2025-03137,,,,
2,EO-14218,All Executive Departments and Agencies,Ensure federal payments to states don't facilitate illegal immigration or sanctuary policies,Ongoing,,2025-03137,,,,
3,EO-14218,All Executive Departments and Agencies,Enhance eligibility verification systems to exclude ineligible aliens,Ongoing,,2025-03137,,,,
4,EO-14218,All Executive Departments and Agencies,Refer improper receipt of federal benefits to DOJ and DHS,Ongoing,,2025-03137,,,,
5,EO-14218,Office of Management and Budget,Identify all sources of federal funding for illegal aliens,2025-03-21,,2025-03137,,,,
6,EO-14218,United States DOGE Service,Identify all sources of federal funding for illegal aliens,2025-03-21,,2025-03137,,,,
7,EO-14218,Office of Management and Budget,Recommend additional agency actions to align federal spending with the order,2025-03-21,,2025-03137,,,,
8,EO-14218,United States DOGE Service,Recommend additional agency actions to align federal spending with the order,2025-03-21,,2025-03137,,,,
0,EO-14219,All Agency Heads,Review all regulations for consistency with law and Administration policy,2025-04-20,,2025-03138,,,,
1,EO-14219,All Agency Heads,Identify unconstitutional regulations and those raising constitutional difficulties,2025-04-20,,2025-03138,,,,
2,EO-14219,All Agency Heads,Identify regulations based on unlawful delegations of legislative power,2025-04-20,,2025-03138,,,,
3,EO-14219,All Agency Heads,Identify regulations not based on best reading of statutory authority,2025-04-20,,2025-03138,,,,
4,EO-14219,All Agency Heads,Identify regulations on significant matters without clear statutory authority,2025-04-20,,2025-03138,,,,
5,EO-14219,All Agency Heads,Identify regulations with costs not outweighed by benefits,2025-04-20,,2025-03138,,,,
6,EO-14219,All Agency Heads,Identify regulations harming national interest,2025-04-20,,2025-03138,,,,
7,EO-14219,All Agency Heads,Identify regulations imposing undue burdens on small business,2025-04-20,,2025-03138,,,,
8,EO-14219,All Agency Heads,Provide list of identified regulations to OIRA Administrator,2025-04-20,,2025-03138,,,,
9,EO-14219,OIRA Administrator,Consult with agency heads to develop Unified Regulatory Agenda for rescinding/modifying identified regulations,Ongoing,,2025-03138,,,,
10,EO-14219,All Agency Heads,Determine whether ongoing enforcement of identified regulations complies with law and Administration policy,Ongoing,,2025-03138,,,,
11,EO-14219,All Agency Heads,Consult with OMB Director to terminate non-compliant enforcement proceedings,Ongoing,,2025-03138,,,,
12,EO-14219,All Agency Heads,Consult with DOGE Team Leads and OIRA Administrator on potential new regulations,Ongoing,,2025-03138,,,,
13,EO-14219,OMB Director,Issue implementation guidance for the executive order,Ongoing,,2025-03138,,,,
0,EO-14216,Assistant to the President for Domestic Policy,Submit to the President a list of policy recommendations on protecting IVF access and reducing costs for IVF treatment,2025-05-19,,2025-03064,,,,
0,EO-14213,National Energy Dominance Council,Convene and establish the Council,2025-02-14,,2025-02928,,,,
1,EO-14213,Secretary of Interior,Serve as Chair of the Council,Ongoing,,2025-02928,,,,
2,EO-14213,Secretary of Energy,Serve as Vice Chair of the Council,Ongoing,,2025-02928,,,,
3,EO-14213,National Energy Dominance Council,Recommend a plan to raise awareness on energy dominance,2025-05-25,,2025-02928,,,,
4,EO-14213,National Energy Dominance Council,Advise the President on agency actions to increase energy production,2025-05-25,,2025-02928,,,,
5,EO-14213,National Energy Dominance Council,Provide review of critical energy markets,2025-05-25,,2025-02928,,,,
6,EO-14213,National Energy Dominance Council,Advise on incentives for private sector energy investments,2025-05-25,,2025-02928,,,,
7,EO-14213,National Energy Dominance Council,Advise on identifying and ending practices that raise energy costs,2025-05-25,,2025-02928,,,,
8,EO-14213,National Energy Dominance Council,Consult with state/local/tribal governments and private sector,2025-05-25,,2025-02928,,,,
9,EO-14213,National Energy Dominance Council,Provide recommended National Energy Dominance Strategy,2025-05-25,,2025-02928,,,,
10,EO-14213,All Member Agencies,Cooperate with Council and provide information as requested,Ongoing,,2025-02928,,,,
11,EO-14213,Secretary of Interior,Serve as standing member of National Security Council,Ongoing,,2025-02928,,,,
0,EO-14214,Department of Education,Issue guidelines to educational entities regarding legal obligations with respect to COVID-19 vaccine mandates,2025-03-16,,2025-02931,,,,
1,EO-14214,"Department of Education, Department of Health and Human Services",Provide plan to the President to end coercive COVID-19 vaccine mandates in schools,2025-05-15,,2025-02931,,,,
2,EO-14214,Department of Education,Compile list of discretionary Federal grants and contracts provided to non-compliant educational entities,2025-05-15,,2025-02931,,,,
3,EO-14214,All executive departments and agencies,Develop process for preventing and rescinding Federal funds from non-compliant educational entities,2025-05-15,,2025-02931,,,,
0,EO-14212,HHS,Submit Make Our Children Healthy Again Assessment to the President,2025-05-24,,2025-02871,,,,
1,EO-14212,HHS,Submit Make Our Children Healthy Again Strategy to the President,2025-08-12,,2025-02871,,,,
2,EO-14212,HHS,Hold public hearings/meetings/roundtables and receive expert input as appropriate,Ongoing,,2025-02871,,,,
3,EO-14212,HHS,Recommend updates to the Commission's mission after Strategy submission,After 2025-08-12,,2025-02871,,,,
4,EO-14212,Commission Members,Identify and describe childhood chronic disease in America compared to other countries,2025-05-24,,2025-02871,,,,
5,EO-14212,Commission Members,Assess threat of over-utilization of medication and other exposures to children,2025-05-24,,2025-02871,,,,
6,EO-14212,Commission Members,Assess prevalence and threat of prescription medications for children,2025-05-24,,2025-02871,,,,
7,EO-14212,Commission Members,Identify best practices for preventing childhood health issues,2025-05-24,,2025-02871,,,,
8,EO-14212,Commission Members,Evaluate effectiveness of existing educational programs for children's health,2025-05-24,,2025-02871,,,,
9,EO-14212,Commission Members,Identify and evaluate existing Federal programs for childhood health,2025-05-24,,2025-02871,,,,
10,EO-14212,Commission Members,Ensure transparency of data related to childhood chronic disease,2025-05-24,,2025-02871,,,,
11,EO-14212,Commission Members,Evaluate effectiveness of current Federal childhood health data and metrics,2025-05-24,,2025-02871,,,,
12,EO-14212,Commission Members,Restore integrity of science by eliminating undue industry influence,2025-05-24,,2025-02871,,,,
13,EO-14212,Commission Members,Establish framework for transparency and ethics review in industry-funded projects,2025-05-24,,2025-02871,,,,
14,EO-14212,Commission Members,Develop Strategy to restructure Federal response to childhood chronic disease,2025-08-12,,2025-02871,,,,
0,EO-14211,Department of State,Reform the Foreign Service and administration of foreign relations to ensure faithful implementation of President's foreign policy,Ongoing,,2025-02841,,,,
1,EO-14211,Department of State,Implement reforms in recruiting standards for the Foreign Service,Ongoing,,2025-02841,,,,
2,EO-14211,Department of State,Implement reforms in performance standards for the Foreign Service,Ongoing,,2025-02841,,,,
3,EO-14211,Department of State,Implement reforms in evaluation standards for the Foreign Service,Ongoing,,2025-02841,,,,
4,EO-14211,Department of State,Implement reforms in retention standards for the Foreign Service,Ongoing,,2025-02841,,,,
5,EO-14211,Department of State,Reform programs of the Foreign Service Institute,Ongoing,,2025-02841,,,,
6,EO-14211,Department of State,Revise or replace the Foreign Affairs Manual,Ongoing,,2025-02841,,,,
7,EO-14211,Department of State,Direct subordinate agencies to remove/amend/replace handbooks/procedures/guidance,Ongoing,,2025-02841,,,,
0,EO-14207,Office of Personnel Management,Take all necessary steps to eliminate the Federal Executive Institute,Ongoing,,2025-02734,,,,
0,EO-14208,All Executive Departments and Agencies,Eliminate procurement of paper straws,Ongoing,,2025-02735,,,,
1,EO-14208,All Executive Departments and Agencies,Ensure paper straws are no longer provided within agency buildings,Ongoing,,2025-02735,,,,
2,EO-14208,All Executive Departments and Agencies,Eliminate policies designed to disfavor plastic straws,Ongoing,,2025-02735,,,,
3,EO-14208,Assistant to the President for Domestic Policy,Issue a National Strategy to End the Use of Paper Straws,2025-03-27,,2025-02735,,,,
0,EO-14209,Department of Justice,Cease initiation of new FCPA investigations or enforcement actions (unless exceptions determined by Attorney General),2025-02-10,,2025-02736,,,,
1,EO-14209,Department of Justice,Review all existing FCPA investigations or enforcement actions,2025-08-09,,2025-02736,,,,
2,EO-14209,Department of Justice,Issue updated guidelines or policies for FCPA enforcement,2025-08-09,,2025-02736,,,,
3,EO-14209,Department of Justice,Determine whether additional actions or remedial measures are warranted for past FCPA investigations,2025-08-09,,2025-02736,,,,
4,EO-14209,Department of Justice,Take appropriate actions or recommend Presidential actions based on review findings,Ongoing,,2025-02736,,,,
5,EO-14209,Department of Justice,Specifically authorize any FCPA investigations and enforcement actions after revised guidelines are issued,Ongoing,,2025-02736,,,,
0,EO-14202,Department of Justice,Establish Task Force to Eradicate Anti-Christian Bias,2025-02-06,,2025-02611,,,,
1,EO-14202,Attorney General,Serve as Chair of the Task Force,2025-02-06,,2025-02611,,,,
2,EO-14202,Task Force,Review activities of all executive departments and agencies to identify unlawful anti-Christian policies,Ongoing,,2025-02611,,,,
3,EO-14202,Task Force,Recommend steps to revoke violative policies and implement remedial actions,Ongoing,,2025-02611,,,,
4,EO-14202,Task Force,Share information and develop strategies to protect religious liberties,Ongoing,,2025-02611,,,,
5,EO-14202,Task Force,Solicit information from affected Americans and organizations,Ongoing,,2025-02611,,,,
6,EO-14202,Task Force,Identify deficiencies in existing laws and enforcement practices,Ongoing,,2025-02611,,,,
7,EO-14202,Task Force,Recommend additional Presidential or legislative action,Ongoing,,2025-02611,,,,
8,EO-14202,Task Force,Submit initial report to the President,2025-06-06,,2025-02611,,,,
9,EO-14202,Task Force,Submit annual report to the President,2026-02-06,,2025-02611,,,,
10,EO-14202,Task Force,Submit final report to the President,2027-02-06,,2025-02611,,,,
11,EO-14202,Department of Justice,Provide funding and administrative support for the Task Force,Ongoing,,2025-02611,,,,
12,EO-14202,Agency Heads,Provide information to the Task Force upon request,Ongoing,,2025-02611,,,,
13,EO-14202,Task Force,Terminate operations,2027-02-06,,2025-02611,,,,
0,EO-14203,Department of the Treasury,Submit report to the President on additional persons that should be included within the scope of section 1 of the order,2025-04-07,,2025-02612,,,,
1,EO-14203,Department of State,Consult with Treasury on report of additional persons to be included in sanctions,2025-04-07,,2025-02612,,,,
2,EO-14203,Department of State,Implement entry suspension for designated persons in consultation with DHS,Ongoing,,2025-02612,,,,
3,EO-14203,Department of Homeland Security,Consult with State Department on matters related to admissibility of designated persons,Ongoing,,2025-02612,,,,
4,EO-14203,Department of the Treasury,Implement blocking of property and interests for designated persons,Ongoing,,2025-02612,,,,
5,EO-14203,Department of the Treasury,Adopt rules and regulations to implement the order in consultation with State Department,Ongoing,,2025-02612,,,,
6,EO-14203,Department of State,Consult with Treasury on implementation rules and regulations,Ongoing,,2025-02612,,,,
7,EO-14203,Department of the Treasury,Submit recurring and final reports to Congress on the national emergency,Ongoing,,2025-02612,,,,
8,EO-14203,Department of State,Consult with Treasury on reports to Congress,Ongoing,,2025-02612,,,,
9,EO-14203,Department of Justice,Provide recommendations to State Department regarding entry exceptions for law enforcement objectives,Ongoing,,2025-02612,,,,
10,EO-14203,All Executive Departments and Agencies,Take appropriate measures within authority to implement the order,Ongoing,,2025-02612,,,,
0,EO-14204,All Executive Departments and Agencies,Halt foreign aid or assistance to South Africa,Immediate,,2025-02630,,,,
1,EO-14204,Department of State,Develop plan for prioritizing humanitarian relief and refugee resettlement for Afrikaners,2025-03-09,,2025-02630,,,,
2,EO-14204,Department of Homeland Security,Develop plan for prioritizing humanitarian relief and refugee resettlement for Afrikaners,2025-03-09,,2025-02630,,,,
3,EO-14204,Agency Heads,Exercise discretion to permit foreign aid or assistance deemed necessary or appropriate,Ongoing,,2025-02630,,,,
4,EO-14204,United States Agency for International Development,Halt foreign aid or assistance to South Africa,Immediate,,2025-02630,,,,
0,EO-14205,Executive Office of the President,Establish White House Faith Office within the Executive Office of the President,2025-02-07,,2025-02635,,,,
1,EO-14205,Domestic Policy Council,House the White House Faith Office,2025-02-07,,2025-02635,,,,
2,EO-14205,White House Faith Office,Consult with faith and community leaders,Ongoing,,2025-02635,,,,
3,EO-14205,White House Faith Office,Make recommendations to the President regarding policies affecting faith-based entities,Ongoing,,2025-02635,,,,
4,EO-14205,White House Faith Office,Convene meetings with Centers for Faith representatives,Ongoing,,2025-02635,,,,
5,EO-14205,White House Faith Office,Advise on implementation of policy agenda related to faith-based entities,Ongoing,,2025-02635,,,,
6,EO-14205,White House Faith Office,Showcase innovative initiatives by faith-based entities,Ongoing,,2025-02635,,,,
7,EO-14205,White House Faith Office,Coordinate agency training for faith-based entity grantees,Ongoing,,2025-02635,,,,
8,EO-14205,White House Faith Office,Support agencies in developing religious liberty training,Ongoing,,2025-02635,,,,
9,EO-14205,White House Faith Office,Consult with businesses regarding employee volunteerism policies,Ongoing,,2025-02635,,,,
10,EO-14205,White House Faith Office,Coordinate with agencies on grant opportunities for faith-based entities,Ongoing,,2025-02635,,,,
11,EO-14205,White House Faith Office,Work with Attorney General to identify religious liberty concerns,Ongoing,,2025-02635,,,,
12,EO-14205,White House Faith Office,Identify means to reduce burdens on free exercise of religion,Ongoing,,2025-02635,,,,
13,EO-14205,All Federal Agencies,Provide information and assistance to the White House Faith Office,Ongoing,,2025-02635,,,,
14,EO-14205,Centers for Faith Directors,Oversee agency efforts to assist the White House Faith Office,Ongoing,,2025-02635,,,,
15,EO-14205,Centers for Faith Directors,Report on agency efforts to agency leadership and the White House Faith Office,Ongoing,,2025-02635,,,,
16,EO-14205,Agencies without Centers for Faith,Designate or appoint a Faith Liaison,2025-05-08,,2025-02635,,,,
17,EO-14205,Faith Liaisons,Oversee agency efforts to assist the White House Faith Office,Ongoing,,2025-02635,,,,
18,EO-14205,Faith Liaisons,Report on agency efforts to agency leadership and the White House Faith Office,Ongoing,,2025-02635,,,,
"('EO-14206', 'Department of Justice', 'Examine all orders', ' regulations', ' guidance')", plans, international agreements, and other actions of executive departments and agencies to assess any ongoing infringements of the Second Amendment rights,2025-03-09,,2025-02636,,,,
"('EO-14206', 'Department of Justice', 'Present a proposed plan of action to the President through the Domestic Policy Advisor to protect the Second Amendment rights of all Americans', '2025-03-09', nan)",,,,,,2025-02636,,,,
"('EO-14206', 'Department of Justice', 'Work with the Domestic Policy Advisor to finalize the plan of action after submission', 'Ongoing', nan)",,,,,,2025-02636,,,,
"('EO-14206', 'Department of Justice', 'Establish a process for implementation of the finalized plan of action', 'Ongoing', nan)",,,,,,2025-02636,,,,
0,EO-14200,Secretary of Commerce,Notify the President when adequate systems are in place to fully and expediently process and collect tariff revenue applicable for covered articles otherwise eligible for de minimis treatment,Ongoing,,2025-02512,,,,
0,EO-14201,Department of Education,Continue compliance with vacatur of rule on nondiscrimination on basis of sex in education programs,Immediate,,2025-02513,,,,
1,EO-14201,Department of Education,Take appropriate action to protect all-female athletic opportunities and locker rooms,Immediate,,2025-02513,,,,
2,EO-14201,Department of Education,Prioritize Title IX enforcement actions against institutions that deny female students equal opportunity,Immediate,,2025-02513,,,,
3,EO-14201,All Executive Departments and Agencies,Review grants to educational programs and rescind funding to non-compliant programs,Immediate,,2025-02513,,,,
4,EO-14201,Department of Justice,Provide necessary resources to agencies for enforcement of the order,Immediate,,2025-02513,,,,
5,EO-14201,Assistant to the President for Domestic Policy,Convene representatives of athletic organizations and female athletes to promote fair policies,2025-04-06,,2025-02513,,,,
6,EO-14201,Assistant to the President for Domestic Policy,Convene State Attorneys General to identify best practices for equal opportunities in sports,2025-04-06,,2025-02513,,,,
7,EO-14201,Department of State,Rescind support for sports exchanges where female category is based on identity not sex,Immediate,,2025-02513,,,,
8,EO-14201,Department of State,Promote international rules protecting sex-based female sports category,Immediate,,2025-02513,,,,
9,EO-14201,Department of State,Convene international athletic organizations to promote fair sporting policies,Ongoing,,2025-02513,,,,
10,EO-14201,Department of State & Department of Homeland Security,Review and adjust policies on admission of males seeking to participate in women's sports,Immediate,,2025-02513,,,,
11,EO-14201,Department of State & Department of Homeland Security,Issue guidance to prevent entry of males seeking to participate in women's sports,Immediate,,2025-02513,,,,
12,EO-14201,Department of State,Use measures to encourage International Olympic Committee to amend standards for women's sporting events,Ongoing,,2025-02513,,,,
0,EO-14196,Treasury & Commerce,Submit plan for establishment of a sovereign wealth fund to the President,2025-05-04,,2025-02477,,,,
0,EO-14197,Department of Homeland Security,Continue to assess the situation at the northern border during the tariff pause period,2025-03-04,,2025-02478,,,,
1,EO-14197,Department of State,Consult with DHS on assessment of northern border situation,2025-03-04,,2025-02478,,,,
2,EO-14197,Department of Justice,Consult with DHS on assessment of northern border situation,2025-03-04,,2025-02478,,,,
3,EO-14197,National Security Affairs,Consult with DHS on assessment of northern border situation,2025-03-04,,2025-02478,,,,
4,EO-14197,Homeland Security Council,Consult with DHS on assessment of northern border situation,2025-03-04,,2025-02478,,,,
5,EO-14197,Department of Treasury,Prepare for possible implementation of tariffs if assessment determines they are necessary,2025-03-04,,2025-02478,,,,
0,EO-14198,Department of Homeland Security,Continue to assess the situation at the southern border in consultation with other officials,2025-03-04,,2025-02479,,,,
1,EO-14198,Department of State,Consult with DHS on assessment of the southern border situation,2025-03-04,,2025-02479,,,,
2,EO-14198,Department of Justice,Consult with DHS on assessment of the southern border situation,2025-03-04,,2025-02479,,,,
3,EO-14198,National Security Affairs,Consult with DHS on assessment of the southern border situation,2025-03-04,,2025-02479,,,,
4,EO-14198,Homeland Security,Consult with DHS on assessment of the southern border situation,2025-03-04,,2025-02479,,,,
5,EO-14198,President,Determine whether to implement tariffs based on assessment of Mexico's actions,2025-03-04,,2025-02479,,,,
0,EO-14199,Department of State,Terminate the office of United States Representative to the UNHRC and related positions,2025-02-04,,2025-02504,,,,
1,EO-14199,Department of State,Lead review of US membership in UNESCO in coordination with UN Ambassador,2025-05-05,,2025-02504,,,,
2,EO-14199,Department of State,Withdraw determination previously made under section 7048(c)(1) of Public Law 118-47,2025-02-04,,2025-02504,,,,
3,EO-14199,Department of State,Withhold US proportionate share of UN Regular Budget funding for UNHRC,2025-02-04,,2025-02504,,,,
4,EO-14199,Department of State,Conduct review of all international organizations the US is a member of and provides funding to,2025-08-03,,2025-02504,,,,
5,EO-14199,Department of State,Conduct review of all conventions and treaties the US is party to,2025-08-03,,2025-02504,,,,
6,EO-14199,Department of State,Report findings of international organizations review to the President with recommendations,2025-08-03,,2025-02504,,,,
7,EO-14199,Department of State,Inform UN Secretary General and leadership of UNRWA and UN High Commissioner for Human Rights about funding decisions,2025-02-04,,2025-02504,,,,
0,EO-14195,Department of Homeland Security,Determine and implement modifications to the Harmonized Tariff Schedule of the United States (HTSUS) to impose 10% ad valorem duty on PRC products,2025-02-04,,2025-02408,,,,
1,EO-14195,Department of Homeland Security,Implement certification process for importers to exempt goods in transit before February 1 2025,2025-02-04,,2025-02408,,,,
2,EO-14195,Department of Homeland Security,Consult regularly with Secretary of State Attorney General and National Security officials on PRC situation,Ongoing,,2025-02408,,,,
3,EO-14195,Department of Homeland Security,Inform President of circumstances indicating PRC has taken adequate steps to alleviate opioid crisis,Ongoing,,2025-02408,,,,
4,EO-14195,"Department of Homeland Security, Department of State, Department of Justice",Recommend additional actions if PRC fails to take adequate steps to alleviate illicit drug crisis,Ongoing,,2025-02408,,,,
5,EO-14195,"Department of Homeland Security, Department of Treasury, Department of Justice, Department of Commerce",Implement order through rules regulations and other actions as necessary,Ongoing,,2025-02408,,,,
6,EO-14195,"Department of Homeland Security, Department of Treasury, Department of Commerce",Submit recurring and final reports to Congress on the national emergency declared in this order,Ongoing,,2025-02408,,,,
0,EO-14183,Department of Defense,Update DoDI 6130.03 Volume 1 and Volume 2 to reflect the purpose and policy of the order,2025-03-28,,2025-02178,,,,
1,EO-14183,Department of Defense,Issue directives to end invented and identification-based pronoun usage,2025-02-26,,2025-02178,,,,
2,EO-14183,Department of Defense,Identify all additional steps and issue guidance necessary to fully implement the order,2025-02-26,,2025-02178,,,,
3,EO-14183,Department of Defense,Submit report to the President through the Assistant to the President for National Security Affairs summarizing implementation steps,2025-02-26,,2025-02178,,,,
4,EO-14183,Department of Homeland Security,Issue updates consistent with DoD updates to DoDI 6130.03 Volume 1 and Volume 2,2025-04-27,,2025-02178,,,,
5,EO-14183,Department of Homeland Security,Issue directives consistent with DoD directives on pronoun usage,2025-03-28,,2025-02178,,,,
6,EO-14183,Department of Homeland Security,Issue guidance consistent with DoD guidance on implementation steps,2025-03-28,,2025-02178,,,,
7,EO-14183,Department of Defense,Take necessary steps to implement the revocation of Executive Order 14004,2025-02-26,,2025-02178,,,,
8,EO-14183,Department of Homeland Security,Take necessary steps to implement the revocation of Executive Order 14004 for the Coast Guard,2025-02-26,,2025-02178,,,,
0,EO-14184,Department of Defense,Make reinstatement available to all military members discharged solely for COVID-19 vaccine refusal who request reinstatement,Ongoing,,2025-02180,,,,
1,EO-14184,Department of Homeland Security,Make reinstatement available to all military members discharged solely for COVID-19 vaccine refusal who request reinstatement,Ongoing,,2025-02180,,,,
2,EO-14184,Department of Defense,Enable reinstated service members to revert to former rank and receive full back pay/benefits/compensation,Ongoing,,2025-02180,,,,
3,EO-14184,Department of Homeland Security,Enable reinstated service members to revert to former rank and receive full back pay/benefits/compensation,Ongoing,,2025-02180,,,,
4,EO-14184,Department of Defense,Allow service members who voluntarily left rather than be vaccinated to return to service without impact on status/rank/pay,Ongoing,,2025-02180,,,,
5,EO-14184,Department of Homeland Security,Allow service members who voluntarily left rather than be vaccinated to return to service without impact on status/rank/pay,Ongoing,,2025-02180,,,,
6,EO-14184,Department of Defense,Report to President through National Security Advisor on implementation progress,2025-03-28,,2025-02180,,,,
7,EO-14184,Department of Homeland Security,Report to President through National Security Advisor on implementation progress,2025-03-28,,2025-02180,,,,
0,EO-14186,Department of Defense,Submit reference architecture for next-generation missile defense shield,2025-03-28,,2025-02182,,,,
1,EO-14186,Department of Defense,Submit capabilities-based requirements for next-generation missile defense shield,2025-03-28,,2025-02182,,,,
2,EO-14186,Department of Defense,Submit implementation plan for next-generation missile defense shield,2025-03-28,,2025-02182,,,,
3,EO-14186,Department of Defense,Review relevant authorities and organization for capability deployment,2025-03-28,,2025-02182,,,,
4,EO-14186,Department of Defense & Office of Management and Budget,Submit funding plan for the directive before FY2026 Budget finalization,2025-03-28,,2025-02182,,,,
5,EO-14186,Department of Defense & US Strategic Command & US Northern Command,Submit updated assessment of strategic missile threat to Homeland,2025-03-28,,2025-02182,,,,
6,EO-14186,Department of Defense & US Strategic Command & US Northern Command,Submit prioritized locations to defend against countervalue attack,2025-03-28,,2025-02182,,,,
7,EO-14186,Department of Defense,Direct review of theater missile defense posture and initiatives,After submission of reference architecture,,2025-02182,,,,
0,EO-14187,All agencies,Rescind or amend all policies that rely on WPATH guidance,Ongoing,,2025-02194,,,,
1,EO-14187,HHS,Publish review of literature on best practices for promoting health of children with gender dysphoria,2025-04-28,,2025-02194,,,,
2,EO-14187,HHS,Increase quality of data to guide practices for improving health of minors with gender dysphoria,Ongoing,,2025-02194,,,,
3,EO-14187,All agencies with research/education grants,Take steps to ensure institutions receiving Federal grants end chemical and surgical mutilation of children,Immediate,,2025-02194,,,,
4,EO-14187,HHS,Take appropriate actions to end chemical and surgical mutilation of children through regulatory and sub-regulatory actions,Ongoing,,2025-02194,,,,
5,EO-14187,HHS,Withdraw March 2022 guidance on Gender Affirming Care,Immediate,,2025-02194,,,,
6,EO-14187,HHS,Issue new guidance protecting whistleblowers (in consultation with DOJ),Immediate,,2025-02194,,,,
7,EO-14187,DOD,Commence rulemaking to exclude chemical and surgical mutilation from TRICARE coverage,Immediate,,2025-02194,,,,
8,EO-14187,DOD,Amend TRICARE provider handbook to exclude chemical and surgical mutilation of children,Immediate,,2025-02194,,,,
9,EO-14187,OPM,Include provisions in FEHB and PSHB call letter for 2026 Plan Year excluding coverage for pediatric transgender surgeries/hormone treatments,2025-04-28,,2025-02194,,,,
10,EO-14187,OPM,Negotiate reductions in FEHB and PSHB premiums,2025-04-28,,2025-02194,,,,
11,EO-14187,DOJ,Review enforcement of section 116 of title 18 USC and prioritize enforcement against female genital mutilation,Ongoing,,2025-02194,,,,
12,EO-14187,DOJ,Convene States' Attorneys General to coordinate enforcement of laws against female genital mutilation,Immediate,,2025-02194,,,,
13,EO-14187,DOJ,Prioritize investigations of deception/fraud related to chemical and surgical mutilation,Ongoing,,2025-02194,,,,
14,EO-14187,DOJ,Work with Congress to draft legislation for private right of action for children and parents,Ongoing,,2025-02194,,,,
15,EO-14187,DOJ,"Prioritize investigations of ""sanctuary States"" that facilitate custody issues",Ongoing,,2025-02194,,,,
16,EO-14187,All agencies with responsibilities,Submit combined report on implementation progress and timeline for future action,2025-03-29,,2025-02194,,,,
17,EO-14187,Assistant to the President for Domestic Policy,Convene agency heads to coordinate and prepare implementation report,Ongoing,,2025-02194,,,,
0,EO-14188,All Executive Departments and Agencies,Submit report identifying civil and criminal authorities to combat anti-Semitism and inventory of pending administrative complaints related to campus anti-Semitism,2025-03-30,,2025-02230,,,,
1,EO-14188,Department of Justice,Include inventory and analysis of court cases alleging civil-rights violations related to campus anti-Semitism in report,2025-03-30,,2025-02230,,,,
2,EO-14188,Department of Justice,Indicate whether Attorney General intends to take action on campus anti-Semitism cases,2025-03-30,,2025-02230,,,,
